date,sales,profit,region,state,category,type,caffeination
1/1/2011,157,53,Central,OH,Coffee,Amaretto,Regular
1/1/2011,157,65,Central,OH,Coffee,Columbian,Regular
1/1/2011,168,0,Central,OH,Coffee,Decaf Irish Cream,Decaf
1/1/2011,201,109,Central,WI,Herbal Tea,Chamomile,Decaf
1/1/2011,91,44,Central,WI,Herbal Tea,Lemon,Decaf
1/1/2011,168,73,Central,WI,Tea,Darjeeling,Regular
1/1/2011,201,11,Central,WI,Tea,Earl Grey,Regular
1/1/2011,168,59,Central,WI,Espresso,Caffe Mocha,Regular
1/1/2011,123,53,Central,WI,Espresso,Decaf Espresso,Decaf
1/1/2011,134,20,Central,WI,Coffee,Amaretto,Regular
1/1/2011,213,14,Central,WI,Coffee,Columbian,Regular
1/1/2011,201,79,Central,WI,Coffee,Decaf Irish Cream,Decaf
1/1/2011,213,62,East,CT,Herbal Tea,Lemon,Decaf
1/1/2011,190,73,East,CT,Herbal Tea,Mint,Decaf
1/1/2011,138,73,East,CT,Tea,Darjeeling,Regular
1/1/2011,105,55,East,CT,Tea,Green Tea,Regular
1/1/2011,201,11,East,CT,Espresso,Caffe Mocha,Regular
1/1/2011,145,47,East,CT,Espresso,Decaf Espresso,Decaf
1/1/2011,347,179,East,CT,Coffee,Columbian,Regular
1/1/2011,123,53,East,FL,Herbal Tea,Chamomile,Decaf
1/1/2011,134,20,East,FL,Herbal Tea,Lemon,Decaf
1/1/2011,168,61,East,FL,Herbal Tea,Mint,Decaf
1/1/2011,90,44,East,FL,Tea,Darjeeling,Regular
1/1/2011,91,44,East,FL,Tea,Green Tea,Regular
1/1/2011,213,14,East,FL,Espresso,Caffe Mocha,Regular
1/1/2011,201,78,East,FL,Espresso,Decaf Espresso,Decaf
1/1/2011,235,106,East,FL,Coffee,Columbian,Regular
1/1/2011,224,104,East,FL,Coffee,Decaf Irish Cream,Decaf
1/1/2011,145,26,East,MA,Herbal Tea,Lemon,Decaf
1/1/2011,90,45,East,MA,Tea,Darjeeling,Regular
1/1/2011,90,45,East,MA,Tea,Green Tea,Regular
1/1/2011,141,36,East,MA,Espresso,Caffe Mocha,Regular
1/1/2011,382,156,East,MA,Espresso,Regular Espresso,Regular
1/1/2011,553,572,East,MA,Coffee,Columbian,Regular
1/1/2011,85,6,East,NH,Herbal Tea,Lemon,Decaf
1/1/2011,50,16,East,NH,Tea,Darjeeling,Regular
1/1/2011,48,17,East,NH,Tea,Green Tea,Regular
1/1/2011,101,16,East,NH,Espresso,Caffe Mocha,Regular
1/1/2011,73,12,East,NH,Espresso,Regular Espresso,Regular
1/1/2011,104,31,East,NH,Coffee,Amaretto,Regular
1/1/2011,134,39,East,NH,Coffee,Columbian,Regular
1/1/2011,540,173,East,NY,Herbal Tea,Lemon,Decaf
1/1/2011,201,176,East,NY,Herbal Tea,Mint,Decaf
1/1/2011,262,157,East,NY,Tea,Darjeeling,Regular
1/1/2011,245,146,East,NY,Tea,Earl Grey,Regular
1/1/2011,150,84,East,NY,Tea,Green Tea,Regular
1/1/2011,68,268,East,NY,Espresso,Caffe Mocha,Regular
1/1/2011,548,273,East,NY,Espresso,Regular Espresso,Regular
1/1/2011,759,408,East,NY,Coffee,Columbian,Regular
1/1/2011,125,55,South,LA,Herbal Tea,Chamomile,Decaf
1/1/2011,213,62,South,LA,Herbal Tea,Lemon,Decaf
1/1/2011,95,47,South,LA,Coffee,Columbian,Regular
1/1/2011,91,44,South,LA,Coffee,Decaf Irish Cream,Decaf
1/1/2011,201,12,South,LA,Espresso,Caffe Latte,Regular
1/1/2011,201,109,South,LA,Espresso,Caffe Mocha,Regular
1/1/2011,168,75,South,LA,Espresso,Decaf Espresso,Decaf
1/1/2011,50,17,South,NM,Herbal Tea,Chamomile,Decaf
1/1/2011,69,6,South,NM,Herbal Tea,Lemon,Decaf
1/1/2011,134,41,South,NM,Coffee,Columbian,Regular
1/1/2011,111,61,South,NM,Coffee,Decaf Irish Cream,Decaf
1/1/2011,73,12,South,NM,Espresso,Caffe Latte,Regular
1/1/2011,101,16,South,NM,Espresso,Caffe Mocha,Regular
1/1/2011,92,14,South,NM,Espresso,Decaf Espresso,Decaf
1/1/2011,134,20,South,OK,Herbal Tea,Chamomile,Decaf
1/1/2011,213,16,South,OK,Herbal Tea,Lemon,Decaf
1/1/2011,112,45,South,OK,Coffee,Columbian,Regular
1/1/2011,90,44,South,OK,Coffee,Decaf Irish Cream,Decaf
1/1/2011,224,103,South,OK,Espresso,Caffe Latte,Regular
1/1/2011,90,44,South,OK,Espresso,Caffe Mocha,Regular
1/1/2011,235,104,South,OK,Espresso,Decaf Espresso,Decaf
1/1/2011,157,51,South,TX,Herbal Tea,Chamomile,Decaf
1/1/2011,157,65,South,TX,Herbal Tea,Lemon,Decaf
1/1/2011,506,248,South,TX,Coffee,Columbian,Regular
1/1/2011,213,106,South,TX,Coffee,Decaf Irish Cream,Decaf
1/1/2011,201,83,South,TX,Espresso,Caffe Latte,Regular
1/1/2011,245,148,South,TX,Espresso,Caffe Mocha,Regular
1/1/2011,150,84,South,TX,Espresso,Decaf Espresso,Decaf
1/1/2011,104,33,West,UT,Herbal Tea,Chamomile,Decaf
1/1/2011,134,39,West,UT,Herbal Tea,Lemon,Decaf
1/1/2011,111,62,West,UT,Herbal Tea,Mint,Decaf
1/1/2011,101,16,West,UT,Tea,Darjeeling,Regular
1/1/2011,92,14,West,UT,Tea,Earl Grey,Regular
1/1/2011,73,14,West,UT,Tea,Green Tea,Regular
1/1/2011,138,73,West,UT,Espresso,Decaf Espresso,Decaf
1/1/2011,190,73,West,UT,Coffee,Amaretto,Regular
1/1/2011,145,47,West,UT,Coffee,Columbian,Regular
1/1/2011,213,61,West,UT,Coffee,Decaf Irish Cream,Decaf
1/1/2011,128,69,West,UT,Espresso,Caffe Latte,Regular
1/1/2011,125,53,West,UT,Espresso,Caffe Mocha,Regular
1/1/2011,262,159,West,CA,Herbal Tea,Chamomile,Decaf
1/1/2011,506,249,West,CA,Herbal Tea,Lemon,Decaf
1/1/2011,213,104,West,CA,Herbal Tea,Mint,Decaf
1/1/2011,245,146,West,CA,Tea,Darjeeling,Regular
1/1/2011,150,84,West,CA,Tea,Earl Grey,Regular
1/1/2011,201,84,West,CA,Tea,Green Tea,Regular
1/1/2011,611,316,West,CA,Espresso,Decaf Espresso,Decaf
1/1/2011,162,3,West,CA,Coffee,Amaretto,Regular
1/1/2011,759,408,West,CA,Coffee,Columbian,Regular
1/1/2011,132,182,West,CA,Coffee,Decaf Irish Cream,Decaf
1/1/2011,510,218,West,CA,Espresso,Caffe Latte,Regular
1/1/2011,280,26,West,CA,Espresso,Caffe Mocha,Regular
1/1/2011,280,25,West,NV,Herbal Tea,Chamomile,Decaf
1/1/2011,386,173,West,NV,Herbal Tea,Lemon,Decaf
1/1/2011,262,134,West,NV,Herbal Tea,Mint,Decaf
1/1/2011,611,316,West,NV,Tea,Darjeeling,Regular
1/1/2011,510,220,West,NV,Tea,Earl Grey,Regular
1/1/2011,19,552,West,NV,Tea,Green Tea,Regular
1/1/2011,48,17,West,NV,Espresso,Decaf Espresso,Decaf
1/1/2011,85,5,West,NV,Coffee,Columbian,Regular
1/1/2011,69,6,West,NV,Coffee,Decaf Irish Cream,Decaf
1/1/2011,48,17,West,NV,Espresso,Caffe Latte,Regular
1/1/2011,50,16,West,NV,Espresso,Caffe Mocha,Regular
1/1/2011,101,51,West,OR,Herbal Tea,Chamomile,Decaf
1/1/2011,112,45,West,OR,Herbal Tea,Lemon,Decaf
1/1/2011,90,44,West,OR,Tea,Darjeeling,Regular
1/1/2011,235,106,West,OR,Tea,Earl Grey,Regular
1/1/2011,224,104,West,OR,Tea,Green Tea,Regular
1/1/2011,382,154,West,OR,Espresso,Decaf Espresso,Decaf
1/1/2011,168,2,West,OR,Coffee,Amaretto,Regular
1/1/2011,179,44,West,OR,Coffee,Columbian,Regular
1/1/2011,157,65,West,OR,Coffee,Decaf Irish Cream,Decaf
1/1/2011,145,25,West,OR,Espresso,Caffe Latte,Regular
1/1/2011,157,51,West,OR,Espresso,Caffe Mocha,Regular
1/1/2011,347,179,West,WA,Herbal Tea,Chamomile,Decaf
1/1/2011,95,47,West,WA,Herbal Tea,Lemon,Decaf
1/1/2011,201,109,West,WA,Tea,Darjeeling,Regular
1/1/2011,168,75,West,WA,Tea,Earl Grey,Regular
1/1/2011,201,12,West,WA,Tea,Green Tea,Regular
1/1/2011,123,55,West,WA,Espresso,Caffe Latte,Regular
1/1/2011,134,20,West,WA,Espresso,Caffe Mocha,Regular
1/1/2011,168,61,West,WA,Espresso,Decaf Espresso,Decaf
1/1/2011,145,59,West,WA,Coffee,Columbian,Regular
1/1/2011,213,14,West,WA,Coffee,Decaf Irish Cream,Decaf
2/1/2011,362,147,Central,CO,Herbal Tea,Chamomile,Decaf
2/1/2011,137,4,Central,CO,Herbal Tea,Lemon,Decaf
2/1/2011,149,49,Central,CO,Herbal Tea,Mint,Decaf
2/1/2011,141,27,Central,CO,Tea,Darjeeling,Regular
2/1/2011,145,50,Central,CO,Tea,Earl Grey,Regular
2/1/2011,107,45,Central,CO,Tea,Green Tea,Regular
2/1/2011,201,119,Central,CO,Espresso,Caffe Mocha,Regular
2/1/2011,201,88,Central,CO,Espresso,Decaf Espresso,Decaf
2/1/2011,259,156,Central,CO,Coffee,Amaretto,Regular
2/1/2011,202,101,Central,CO,Coffee,Columbian,Regular
2/1/2011,247,147,Central,CO,Coffee,Decaf Irish Cream,Decaf
2/1/2011,259,156,Central,IL,Herbal Tea,Chamomile,Decaf
2/1/2011,202,101,Central,IL,Herbal Tea,Lemon,Decaf
2/1/2011,247,147,Central,IL,Herbal Tea,Mint,Decaf
2/1/2011,201,117,Central,IL,Tea,Darjeeling,Regular
2/1/2011,201,88,Central,IL,Tea,Earl Grey,Regular
2/1/2011,581,298,Central,IL,Espresso,Caffe Mocha,Regular
2/1/2011,487,211,Central,IL,Espresso,Decaf Espresso,Decaf
2/1/2011,377,171,Central,IL,Coffee,Columbian,Regular
2/1/2011,271,141,Central,IL,Coffee,Decaf Irish Cream,Decaf
2/1/2011,581,298,Central,IA,Herbal Tea,Chamomile,Decaf
2/1/2011,271,141,Central,IA,Herbal Tea,Lemon,Decaf
2/1/2011,487,209,Central,IA,Tea,Darjeeling,Regular
2/1/2011,569,251,Central,IA,Tea,Earl Grey,Regular
2/1/2011,50,16,Central,IA,Espresso,Caffe Mocha,Regular
2/1/2011,46,47,Central,IA,Espresso,Decaf Espresso,Decaf
2/1/2011,48,15,Central,IA,Coffee,Amaretto,Regular
2/1/2011,67,9,Central,IA,Coffee,Columbian,Regular
2/1/2011,58,18,Central,IA,Coffee,Decaf Irish Cream,Decaf
2/1/2011,111,12,Central,MO,Herbal Tea,Chamomile,Decaf
2/1/2011,109,47,Central,MO,Herbal Tea,Lemon,Decaf
2/1/2011,87,13,Central,MO,Tea,Darjeeling,Regular
2/1/2011,72,10,Central,MO,Tea,Earl Grey,Regular
2/1/2011,79,6,Central,MO,Tea,Green Tea,Regular
2/1/2011,131,71,Central,MO,Espresso,Caffe Mocha,Regular
2/1/2011,110,56,Central,MO,Espresso,Decaf Espresso,Decaf
2/1/2011,206,62,Central,MO,Coffee,Columbian,Regular
2/1/2011,176,68,Central,MO,Coffee,Decaf Irish Cream,Decaf
2/1/2011,60,25,Central,OH,Herbal Tea,Chamomile,Decaf
2/1/2011,85,42,Central,OH,Herbal Tea,Lemon,Decaf
2/1/2011,213,92,Central,OH,Tea,Darjeeling,Regular
2/1/2011,220,105,Central,OH,Tea,Earl Grey,Regular
2/1/2011,362,145,Central,OH,Espresso,Caffe Mocha,Regular
2/1/2011,141,27,Central,OH,Espresso,Decaf Espresso,Decaf
2/1/2011,149,49,Central,OH,Coffee,Amaretto,Regular
2/1/2011,136,56,Central,OH,Coffee,Columbian,Regular
2/1/2011,137,4,Central,OH,Coffee,Decaf Irish Cream,Decaf
2/1/2011,185,98,Central,WI,Herbal Tea,Chamomile,Decaf
2/1/2011,123,64,Central,WI,Herbal Tea,Lemon,Decaf
2/1/2011,146,61,Central,WI,Tea,Darjeeling,Regular
2/1/2011,165,4,Central,WI,Tea,Earl Grey,Regular
2/1/2011,164,62,Central,WI,Espresso,Caffe Mocha,Regular
2/1/2011,117,52,Central,WI,Espresso,Decaf Espresso,Decaf
2/1/2011,126,18,Central,WI,Coffee,Amaretto,Regular
2/1/2011,234,22,Central,WI,Coffee,Columbian,Regular
2/1/2011,192,74,Central,WI,Coffee,Decaf Irish Cream,Decaf
2/1/2011,206,61,East,CT,Herbal Tea,Lemon,Decaf
2/1/2011,176,68,East,CT,Herbal Tea,Mint,Decaf
2/1/2011,131,71,East,CT,Tea,Darjeeling,Regular
2/1/2011,70,31,East,CT,Tea,Green Tea,Regular
2/1/2011,165,4,East,CT,Espresso,Caffe Mocha,Regular
2/1/2011,139,43,East,CT,Espresso,Decaf Espresso,Decaf
2/1/2011,346,180,East,CT,Coffee,Columbian,Regular
2/1/2011,117,50,East,FL,Herbal Tea,Chamomile,Decaf
2/1/2011,126,18,East,FL,Herbal Tea,Lemon,Decaf
2/1/2011,164,62,East,FL,Herbal Tea,Mint,Decaf
2/1/2011,85,42,East,FL,Tea,Darjeeling,Regular
2/1/2011,123,65,East,FL,Tea,Green Tea,Regular
2/1/2011,234,24,East,FL,Espresso,Caffe Mocha,Regular
2/1/2011,192,76,East,FL,Espresso,Decaf Espresso,Decaf
2/1/2011,213,93,East,FL,Coffee,Columbian,Regular
2/1/2011,220,105,East,FL,Coffee,Decaf Irish Cream,Decaf
2/1/2011,141,27,East,MA,Herbal Tea,Lemon,Decaf
2/1/2011,85,42,East,MA,Tea,Darjeeling,Regular
2/1/2011,60,25,East,MA,Tea,Green Tea,Regular
2/1/2011,136,6,East,MA,Espresso,Caffe Mocha,Regular
2/1/2011,362,147,East,MA,Espresso,Regular Espresso,Regular
2/1/2011,501,505,East,MA,Coffee,Columbian,Regular
2/1/2011,79,6,East,NH,Herbal Tea,Lemon,Decaf
2/1/2011,48,16,East,NH,Tea,Darjeeling,Regular
2/1/2011,46,47,East,NH,Tea,Green Tea,Regular
2/1/2011,111,10,East,NH,Espresso,Caffe Mocha,Regular
2/1/2011,72,9,East,NH,Espresso,Regular Espresso,Regular
2/1/2011,108,37,East,NH,Coffee,Amaretto,Regular
2/1/2011,121,34,East,NH,Coffee,Columbian,Regular
2/1/2011,528,194,East,NY,Herbal Tea,Lemon,Decaf
2/1/2011,192,178,East,NY,Herbal Tea,Mint,Decaf
2/1/2011,247,148,East,NY,Tea,Darjeeling,Regular
2/1/2011,259,156,East,NY,Tea,Earl Grey,Regular
2/1/2011,201,117,East,NY,Tea,Green Tea,Regular
2/1/2011,65,301,East,NY,Espresso,Caffe Mocha,Regular
2/1/2011,618,392,East,NY,Espresso,Regular Espresso,Regular
2/1/2011,687,364,East,NY,Coffee,Columbian,Regular
2/1/2011,119,52,South,LA,Herbal Tea,Chamomile,Decaf
2/1/2011,206,62,South,LA,Herbal Tea,Lemon,Decaf
2/1/2011,100,50,South,LA,Coffee,Columbian,Regular
2/1/2011,123,65,South,LA,Coffee,Decaf Irish Cream,Decaf
2/1/2011,165,3,South,LA,Espresso,Caffe Latte,Regular
2/1/2011,185,96,South,LA,Espresso,Caffe Mocha,Regular
2/1/2011,146,61,South,LA,Espresso,Decaf Espresso,Decaf
2/1/2011,48,15,South,NM,Herbal Tea,Chamomile,Decaf
2/1/2011,67,7,South,NM,Herbal Tea,Lemon,Decaf
2/1/2011,121,36,South,NM,Coffee,Columbian,Regular
2/1/2011,109,46,South,NM,Coffee,Decaf Irish Cream,Decaf
2/1/2011,72,10,South,NM,Espresso,Caffe Latte,Regular
2/1/2011,111,10,South,NM,Espresso,Caffe Mocha,Regular
2/1/2011,87,12,South,NM,Espresso,Decaf Espresso,Decaf
2/1/2011,126,16,South,OK,Herbal Tea,Chamomile,Decaf
2/1/2011,234,22,South,OK,Herbal Tea,Lemon,Decaf
2/1/2011,107,43,South,OK,Coffee,Columbian,Regular
2/1/2011,85,43,South,OK,Coffee,Decaf Irish Cream,Decaf
2/1/2011,220,104,South,OK,Espresso,Caffe Latte,Regular
2/1/2011,60,25,South,OK,Espresso,Caffe Mocha,Regular
2/1/2011,213,93,South,OK,Espresso,Decaf Espresso,Decaf
2/1/2011,149,49,South,TX,Herbal Tea,Chamomile,Decaf
2/1/2011,136,56,South,TX,Herbal Tea,Lemon,Decaf
2/1/2011,496,243,South,TX,Coffee,Columbian,Regular
2/1/2011,202,101,South,TX,Coffee,Decaf Irish Cream,Decaf
2/1/2011,201,86,South,TX,Espresso,Caffe Latte,Regular
2/1/2011,259,157,South,TX,Espresso,Caffe Mocha,Regular
2/1/2011,201,119,South,TX,Espresso,Decaf Espresso,Decaf
2/1/2011,108,36,West,UT,Herbal Tea,Chamomile,Decaf
2/1/2011,121,36,West,UT,Herbal Tea,Lemon,Decaf
2/1/2011,109,46,West,UT,Herbal Tea,Mint,Decaf
2/1/2011,111,10,West,UT,Tea,Darjeeling,Regular
2/1/2011,87,13,West,UT,Tea,Earl Grey,Regular
2/1/2011,72,9,West,UT,Tea,Green Tea,Regular
2/1/2011,131,71,West,UT,Espresso,Decaf Espresso,Decaf
2/1/2011,176,68,West,UT,Coffee,Amaretto,Regular
2/1/2011,139,45,West,UT,Coffee,Columbian,Regular
2/1/2011,206,61,West,UT,Coffee,Decaf Irish Cream,Decaf
2/1/2011,110,56,West,UT,Espresso,Caffe Latte,Regular
2/1/2011,119,52,West,UT,Espresso,Caffe Mocha,Regular
2/1/2011,247,148,West,CA,Herbal Tea,Chamomile,Decaf
2/1/2011,496,243,West,CA,Herbal Tea,Lemon,Decaf
2/1/2011,202,101,West,CA,Herbal Tea,Mint,Decaf
2/1/2011,259,157,West,CA,Tea,Darjeeling,Regular
2/1/2011,201,119,West,CA,Tea,Earl Grey,Regular
2/1/2011,201,86,West,CA,Tea,Green Tea,Regular
2/1/2011,581,300,West,CA,Espresso,Decaf Espresso,Decaf
2/1/2011,141,40,West,CA,Coffee,Amaretto,Regular
2/1/2011,687,364,West,CA,Coffee,Columbian,Regular
2/1/2011,130,174,West,CA,Coffee,Decaf Irish Cream,Decaf
2/1/2011,487,211,West,CA,Espresso,Caffe Latte,Regular
2/1/2011,309,39,West,CA,Espresso,Caffe Mocha,Regular
2/1/2011,309,39,West,NV,Herbal Tea,Chamomile,Decaf
2/1/2011,377,171,West,NV,Herbal Tea,Lemon,Decaf
2/1/2011,271,140,West,NV,Herbal Tea,Mint,Decaf
2/1/2011,581,300,West,NV,Tea,Darjeeling,Regular
2/1/2011,487,211,West,NV,Tea,Earl Grey,Regular
2/1/2011,25,508,West,NV,Tea,Green Tea,Regular
2/1/2011,50,16,West,NV,Espresso,Decaf Espresso,Decaf
2/1/2011,79,7,West,NV,Coffee,Columbian,Regular
2/1/2011,67,9,West,NV,Coffee,Decaf Irish Cream,Decaf
2/1/2011,46,46,West,NV,Espresso,Caffe Latte,Regular
2/1/2011,48,15,West,NV,Espresso,Caffe Mocha,Regular
2/1/2011,86,42,West,OR,Herbal Tea,Chamomile,Decaf
2/1/2011,107,45,West,OR,Herbal Tea,Lemon,Decaf
2/1/2011,60,25,West,OR,Tea,Darjeeling,Regular
2/1/2011,213,92,West,OR,Tea,Earl Grey,Regular
2/1/2011,220,105,West,OR,Tea,Green Tea,Regular
2/1/2011,362,147,West,OR,Espresso,Decaf Espresso,Decaf
2/1/2011,137,6,West,OR,Coffee,Amaretto,Regular
2/1/2011,165,37,West,OR,Coffee,Columbian,Regular
2/1/2011,136,56,West,OR,Coffee,Decaf Irish Cream,Decaf
2/1/2011,141,27,West,OR,Espresso,Caffe Latte,Regular
2/1/2011,149,49,West,OR,Espresso,Caffe Mocha,Regular
2/1/2011,346,180,West,WA,Herbal Tea,Chamomile,Decaf
2/1/2011,100,50,West,WA,Herbal Tea,Lemon,Decaf
2/1/2011,185,98,West,WA,Tea,Darjeeling,Regular
2/1/2011,146,61,West,WA,Tea,Earl Grey,Regular
2/1/2011,165,4,West,WA,Tea,Green Tea,Regular
2/1/2011,117,52,West,WA,Espresso,Caffe Latte,Regular
2/1/2011,126,18,West,WA,Espresso,Caffe Mocha,Regular
2/1/2011,164,61,West,WA,Espresso,Decaf Espresso,Decaf
2/1/2011,151,65,West,WA,Coffee,Columbian,Regular
2/1/2011,234,22,West,WA,Coffee,Decaf Irish Cream,Decaf
3/1/2011,346,140,Central,CO,Herbal Tea,Chamomile,Decaf
3/1/2011,133,6,Central,CO,Herbal Tea,Lemon,Decaf
3/1/2011,143,46,Central,CO,Herbal Tea,Mint,Decaf
3/1/2011,137,24,Central,CO,Tea,Darjeeling,Regular
3/1/2011,144,47,Central,CO,Tea,Earl Grey,Regular
3/1/2011,104,43,Central,CO,Tea,Green Tea,Regular
3/1/2011,211,125,Central,CO,Espresso,Caffe Mocha,Regular
3/1/2011,192,80,Central,CO,Espresso,Decaf Espresso,Decaf
3/1/2011,227,134,Central,CO,Coffee,Amaretto,Regular
3/1/2011,206,102,Central,CO,Coffee,Columbian,Regular
3/1/2011,249,150,Central,CO,Coffee,Decaf Irish Cream,Decaf
3/1/2011,227,135,Central,IL,Herbal Tea,Chamomile,Decaf
3/1/2011,206,104,Central,IL,Herbal Tea,Lemon,Decaf
3/1/2011,249,151,Central,IL,Herbal Tea,Mint,Decaf
3/1/2011,211,125,Central,IL,Tea,Darjeeling,Regular
3/1/2011,192,79,Central,IL,Tea,Earl Grey,Regular
3/1/2011,604,313,Central,IL,Espresso,Caffe Mocha,Regular
3/1/2011,509,220,Central,IL,Espresso,Decaf Espresso,Decaf
3/1/2011,391,177,Central,IL,Coffee,Columbian,Regular
3/1/2011,285,151,Central,IL,Coffee,Decaf Irish Cream,Decaf
3/1/2011,604,315,Central,IA,Herbal Tea,Chamomile,Decaf
3/1/2011,285,151,Central,IA,Herbal Tea,Lemon,Decaf
3/1/2011,509,220,Central,IA,Tea,Darjeeling,Regular
3/1/2011,582,260,Central,IA,Tea,Earl Grey,Regular
3/1/2011,44,13,Central,IA,Espresso,Caffe Mocha,Regular
3/1/2011,46,47,Central,IA,Espresso,Decaf Espresso,Decaf
3/1/2011,48,15,Central,IA,Coffee,Amaretto,Regular
3/1/2011,67,9,Central,IA,Coffee,Columbian,Regular
3/1/2011,58,18,Central,IA,Coffee,Decaf Irish Cream,Decaf
3/1/2011,114,9,Central,MO,Herbal Tea,Chamomile,Decaf
3/1/2011,113,47,Central,MO,Herbal Tea,Lemon,Decaf
3/1/2011,91,16,Central,MO,Tea,Darjeeling,Regular
3/1/2011,80,4,Central,MO,Tea,Earl Grey,Regular
3/1/2011,80,6,Central,MO,Tea,Green Tea,Regular
3/1/2011,129,70,Central,MO,Espresso,Caffe Mocha,Regular
3/1/2011,126,67,Central,MO,Espresso,Decaf Espresso,Decaf
3/1/2011,201,58,Central,MO,Coffee,Columbian,Regular
3/1/2011,174,67,Central,MO,Coffee,Decaf Irish Cream,Decaf
3/1/2011,56,22,Central,OH,Herbal Tea,Chamomile,Decaf
3/1/2011,84,42,Central,OH,Herbal Tea,Lemon,Decaf
3/1/2011,224,101,Central,OH,Tea,Darjeeling,Regular
3/1/2011,228,110,Central,OH,Tea,Earl Grey,Regular
3/1/2011,346,140,Central,OH,Espresso,Caffe Mocha,Regular
3/1/2011,137,22,Central,OH,Espresso,Decaf Espresso,Decaf
3/1/2011,143,47,Central,OH,Coffee,Amaretto,Regular
3/1/2011,129,52,Central,OH,Coffee,Columbian,Regular
3/1/2011,133,6,Central,OH,Coffee,Decaf Irish Cream,Decaf
3/1/2011,178,93,Central,WI,Herbal Tea,Chamomile,Decaf
3/1/2011,129,70,Central,WI,Herbal Tea,Lemon,Decaf
3/1/2011,137,56,Central,WI,Tea,Darjeeling,Regular
3/1/2011,160,1,Central,WI,Tea,Earl Grey,Regular
3/1/2011,165,61,Central,WI,Espresso,Caffe Mocha,Regular
3/1/2011,119,50,Central,WI,Espresso,Decaf Espresso,Decaf
3/1/2011,128,19,Central,WI,Coffee,Amaretto,Regular
3/1/2011,242,25,Central,WI,Coffee,Columbian,Regular
3/1/2011,200,82,Central,WI,Coffee,Decaf Irish Cream,Decaf
3/1/2011,201,58,East,CT,Herbal Tea,Lemon,Decaf
3/1/2011,174,68,East,CT,Herbal Tea,Mint,Decaf
3/1/2011,129,70,East,CT,Tea,Darjeeling,Regular
3/1/2011,66,27,East,CT,Tea,Green Tea,Regular
3/1/2011,160,0,East,CT,Espresso,Caffe Mocha,Regular
3/1/2011,132,39,East,CT,Espresso,Decaf Espresso,Decaf
3/1/2011,329,169,East,CT,Coffee,Columbian,Regular
3/1/2011,119,52,East,FL,Herbal Tea,Chamomile,Decaf
3/1/2011,128,18,East,FL,Herbal Tea,Lemon,Decaf
3/1/2011,165,59,East,FL,Herbal Tea,Mint,Decaf
3/1/2011,86,40,East,FL,Tea,Darjeeling,Regular
3/1/2011,129,70,East,FL,Tea,Green Tea,Regular
3/1/2011,228,110,East,FL,Coffee,Decaf Irish Cream,Decaf
3/1/2011,242,25,East,FL,Espresso,Caffe Mocha,Regular
3/1/2011,200,80,East,FL,Espresso,Decaf Espresso,Decaf
3/1/2011,224,99,East,FL,Coffee,Columbian,Regular
3/1/2011,137,24,East,MA,Herbal Tea,Lemon,Decaf
3/1/2011,84,42,East,MA,Tea,Darjeeling,Regular
3/1/2011,56,22,East,MA,Tea,Green Tea,Regular
3/1/2011,133,6,East,MA,Espresso,Caffe Mocha,Regular
3/1/2011,346,140,East,MA,Espresso,Regular Espresso,Regular
3/1/2011,524,543,East,MA,Coffee,Columbian,Regular
3/1/2011,80,4,East,NH,Herbal Tea,Lemon,Decaf
3/1/2011,48,16,East,NH,Tea,Darjeeling,Regular
3/1/2011,46,47,East,NH,Tea,Green Tea,Regular
3/1/2011,114,10,East,NH,Espresso,Caffe Mocha,Regular
3/1/2011,80,6,East,NH,Espresso,Regular Espresso,Regular
3/1/2011,114,43,East,NH,Coffee,Amaretto,Regular
3/1/2011,127,39,East,NH,Coffee,Columbian,Regular
3/1/2011,547,209,East,NY,Herbal Tea,Lemon,Decaf
3/1/2011,194,177,East,NY,Herbal Tea,Mint,Decaf
3/1/2011,249,151,East,NY,Tea,Darjeeling,Regular
3/1/2011,227,135,East,NY,Tea,Earl Grey,Regular
3/1/2011,211,123,East,NY,Tea,Green Tea,Regular
3/1/2011,67,309,East,NY,Espresso,Caffe Mocha,Regular
3/1/2011,557,288,East,NY,Espresso,Regular Espresso,Regular
3/1/2011,719,384,East,NY,Coffee,Columbian,Regular
3/1/2011,117,50,South,LA,Herbal Tea,Chamomile,Decaf
3/1/2011,201,58,South,LA,Herbal Tea,Lemon,Decaf
3/1/2011,87,43,South,LA,Coffee,Columbian,Regular
3/1/2011,129,70,South,LA,Coffee,Decaf Irish Cream,Decaf
3/1/2011,160,1,South,LA,Espresso,Caffe Latte,Regular
3/1/2011,178,93,South,LA,Espresso,Caffe Mocha,Regular
3/1/2011,137,56,South,LA,Espresso,Decaf Espresso,Decaf
3/1/2011,48,15,South,NM,Herbal Tea,Chamomile,Decaf
3/1/2011,67,7,South,NM,Herbal Tea,Lemon,Decaf
3/1/2011,127,39,South,NM,Coffee,Columbian,Regular
3/1/2011,113,49,South,NM,Coffee,Decaf Irish Cream,Decaf
3/1/2011,80,4,South,NM,Espresso,Caffe Latte,Regular
3/1/2011,114,10,South,NM,Espresso,Caffe Mocha,Regular
3/1/2011,91,16,South,NM,Espresso,Decaf Espresso,Decaf
3/1/2011,128,19,South,OK,Herbal Tea,Chamomile,Decaf
3/1/2011,242,25,South,OK,Herbal Tea,Lemon,Decaf
3/1/2011,104,43,South,OK,Coffee,Columbian,Regular
